Emotions,Path
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_DFA_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_DFA_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_DFA_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_DFA_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_ANG_HI.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_ANG_LO.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_ANG_MD.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_DIS_HI.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_DIS_LO.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_DIS_MD.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_FEA_HI.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_FEA_LO.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_FEA_MD.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_HAP_HI.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_HAP_LO.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_HAP_MD.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_SAD_HI.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_SAD_LO.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IEO_SAD_MD.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IOM_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IOM_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IOM_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IOM_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IOM_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IOM_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_ITH_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_ITH_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_ITH_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_ITH_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_ITH_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_ITH_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_ITS_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_ITS_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_ITS_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_ITS_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_ITS_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_ITS_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IWL_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IWL_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IWL_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IWL_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IWL_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IWL_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IWW_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IWW_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IWW_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IWW_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IWW_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_IWW_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_MTI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_MTI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_MTI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_MTI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_MTI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_MTI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TAI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TAI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TAI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TAI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TAI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TAI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TIE_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TIE_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TIE_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TIE_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TIE_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TIE_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TSI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TSI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TSI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TSI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TSI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_TSI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_WSI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_WSI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_WSI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_WSI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_WSI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1017_WSI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_DFA_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_DFA_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_DFA_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_DFA_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_DFA_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_DFA_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_ANG_HI.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_ANG_LO.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_ANG_MD.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_DIS_HI.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_DIS_LO.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_DIS_MD.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_FEA_HI.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_FEA_LO.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_FEA_MD.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_HAP_HI.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_HAP_LO.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_HAP_MD.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_SAD_HI.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_SAD_LO.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IEO_SAD_MD.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IOM_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IOM_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IOM_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IOM_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IOM_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IOM_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_ITH_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_ITH_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_ITH_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_ITH_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_ITH_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_ITH_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_ITS_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_ITS_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_ITS_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_ITS_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_ITS_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_ITS_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IWL_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IWL_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IWL_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IWL_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IWL_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IWL_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IWW_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IWW_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IWW_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IWW_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IWW_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_IWW_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_MTI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_MTI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_MTI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_MTI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_MTI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_MTI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TAI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TAI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TAI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TAI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TAI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TAI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TIE_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TIE_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TIE_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TIE_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TIE_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TIE_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TSI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TSI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TSI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TSI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TSI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_TSI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_WSI_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_WSI_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_WSI_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_WSI_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_WSI_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1018_WSI_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_DFA_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_DFA_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_DFA_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_DFA_HAP_XX.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_DFA_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_DFA_SAD_XX.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_ANG_HI.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_ANG_LO.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_ANG_MD.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_DIS_HI.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_DIS_LO.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_DIS_MD.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_FEA_HI.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_FEA_LO.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_FEA_MD.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_HAP_HI.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_HAP_LO.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_HAP_MD.wav
neutral,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_NEU_XX.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_SAD_HI.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_SAD_LO.wav
sad,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IEO_SAD_MD.wav
angry,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IOM_ANG_XX.wav
disgust,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IOM_DIS_XX.wav
fear,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IOM_FEA_XX.wav
happy,D:\Schmiede\Coding\IIS_Seminar\emotion-detection-and-reaction\SER\data\CREMA-D/AudioWAV/1019_IOM_HAP_XX.wav
